emp_no,first_name,last_name,birth_date,from_date,to_date,title
276611,Marco,Underwood,1963-12-28,1995-06-25,9999-01-01,Senior Engineer
276624,Kotesh,Pena,1964-01-03,1995-01-30,9999-01-01,Senior Engineer
276634,Dmitry,Rosin,1964-01-23,1990-07-29,9999-01-01,Senior Staff
276647,Jeong,Dymetman,1962-06-23,1989-06-20,9999-01-01,Senior Staff
276661,Serge,Melter,1963-10-07,1988-11-10,9999-01-01,Senior Engineer
276674,Dhritiman,Iwayama,1963-08-12,1998-02-28,9999-01-01,Senior Engineer
276689,Doohun,Cochrane,1962-01-03,1993-06-12,9999-01-01,Senior Staff
276690,Gor,Antonisse,1964-10-06,1988-11-06,9999-01-01,Senior Engineer
276724,Pragnesh,Beausoleil,1963-12-21,1994-02-27,9999-01-01,Senior Engineer
276725,Sachin,Yoshimura,1962-07-06,1985-08-10,9999-01-01,Senior Engineer
276734,Rasiah,Leivant,1962-02-27,1988-09-24,9999-01-01,Senior Staff
276753,Kristin,Veevers,1964-12-05,1985-10-09,9999-01-01,Senior Engineer
276763,Yinghua,Yoshimura,1963-03-18,1986-08-16,9999-01-01,Senior Engineer
276775,Florina,Suwa,1962-04-03,1999-11-20,9999-01-01,Senior Engineer
276779,Leaf,Siegrist,1962-09-13,1991-10-11,9999-01-01,Senior Engineer
276783,Falguni,Giarratana,1964-04-12,1990-02-08,9999-01-01,Senior Staff
276785,Lubomir,Mahmud,1964-08-27,1989-05-31,9999-01-01,Senior Engineer
276789,Kokou,Schade,1962-03-11,1991-12-30,9999-01-01,Senior Engineer
276794,Padma,Kalafatis,1964-06-07,1986-05-24,9999-01-01,Senior Engineer
276796,Mihalis,Marletta,1963-02-08,1990-01-30,9999-01-01,Senior Staff
276798,Lillian,Schurmann,1963-11-06,1991-08-09,9999-01-01,Senior Staff
276806,Baocai,Plavsic,1963-06-19,1991-01-12,9999-01-01,Senior Staff
276809,Wojceich,Perez,1964-08-22,1994-04-03,9999-01-01,Senior Staff
276828,Kellyn,Baja,1964-10-20,1989-08-01,9999-01-01,Senior Staff
276839,Roselyn,Remmers,1962-04-14,1987-02-01,9999-01-01,Senior Staff
276852,Jianhui,Gerteisen,1964-05-23,1991-09-27,9999-01-01,Senior Engineer
276856,Nirmal,Qiwen,1964-09-29,1993-12-31,9999-01-01,Senior Engineer
276866,Goh,Heydon,1962-02-24,1993-10-29,9999-01-01,Senior Engineer
276872,Susanta,Hammerschmidt,1962-11-24,1989-01-24,9999-01-01,Senior Staff
276916,Moss,Bruckman,1964-12-16,1986-05-29,9999-01-01,Senior Engineer
276936,Tiina,Geffroy,1964-05-12,1995-01-01,9999-01-01,Senior Engineer
276938,Moss,Remmers,1964-04-08,1985-06-04,9999-01-01,Senior Engineer
276939,Mario,Isaak,1963-10-04,1991-07-15,9999-01-01,Senior Staff
276940,Sukumar,Yamaashi,1964-12-14,1989-05-27,9999-01-01,Senior Engineer
276951,Kwangho,Hertweck,1962-09-20,1998-07-31,9999-01-01,Senior Engineer
276958,Snehasis,Litzkow,1964-09-18,1994-10-26,9999-01-01,Senior Engineer
276964,Honesty,Gargeya,1964-11-25,1993-12-26,9999-01-01,Senior Engineer
276968,Yurij,Papastamatiou,1962-07-23,1987-03-15,9999-01-01,Senior Staff
276979,Sham,Bach,1962-03-11,1989-07-10,9999-01-01,Senior Staff
276996,Shih,Casperson,1963-08-14,1995-05-20,9999-01-01,Senior Staff
277000,Suvo,Wixon,1963-04-21,1990-01-29,9999-01-01,Senior Engineer
277011,Hitomi,Cichocki,1962-08-18,1988-01-29,9999-01-01,Senior Engineer
277013,Xinyu,Giaccio,1963-09-06,1988-03-16,9999-01-01,Senior Engineer
277026,Theirry,Delgrande,1962-12-09,1990-03-24,9999-01-01,Senior Engineer
277027,Armond,Panwar,1963-06-20,1998-11-14,9999-01-01,Senior Engineer
277028,Sreekrishna,Georgakopoulos,1964-04-28,1994-08-12,9999-01-01,Senior Staff
277040,Nahum,Hebden,1962-02-23,1993-04-05,9999-01-01,Senior Staff
277041,Olivera,Kitsuregawa,1962-05-02,1985-04-29,9999-01-01,Senior Engineer
277057,Waiman,Kavraki,1963-09-09,1985-12-07,9999-01-01,Senior Staff
277089,Fayez,Gien,1964-02-03,1993-04-21,9999-01-01,Senior Engineer
277117,Unal,Takanami,1962-07-26,1996-12-13,9999-01-01,Senior Engineer
277121,Yuguang,Ranum,1963-12-22,1985-03-06,9999-01-01,Senior Staff
277122,Gay,Heusch,1963-07-03,1997-03-27,9999-01-01,Senior Staff
277125,Aimee,Veldwijk,1963-06-13,1998-08-07,9999-01-01,Senior Engineer
277135,Aron,Hebert,1963-03-02,1988-09-29,9999-01-01,Senior Staff
277139,Sasan,Stellhorn,1963-09-16,1986-11-24,9999-01-01,Senior Engineer
277140,Fei,Oberman,1964-05-15,1995-08-28,9999-01-01,Senior Staff
277149,Kellie,Spinelli,1964-05-31,2001-11-06,9999-01-01,Senior Staff
277151,Kirk,Benveniste,1963-12-13,1993-03-30,9999-01-01,Senior Staff
277183,Zine,Verhaegen,1962-04-27,1986-11-04,9999-01-01,Senior Staff
277191,Monique,Navazio,1964-12-22,1991-01-10,9999-01-01,Senior Engineer
277195,Janalee,Atchley,1962-06-21,1986-09-14,9999-01-01,Senior Staff
277210,Stevo,Rodite,1963-01-25,1993-09-13,9999-01-01,Senior Engineer
277211,Hercules,Swiss,1963-08-09,1994-01-10,9999-01-01,Senior Engineer
277221,Marie,Polupanov,1964-03-23,1992-01-22,9999-01-01,Senior Engineer
277227,Breannda,Encarnacion,1964-03-01,1999-08-05,9999-01-01,Senior Engineer
277247,Christ,Vickson,1962-08-29,1997-10-25,9999-01-01,Senior Staff
277261,Sashi,Kalloufi,1964-04-04,1985-11-17,9999-01-01,Senior Staff
277284,Arunas,Verhaegen,1964-03-21,1995-01-09,9999-01-01,Senior Engineer
277300,Demin,Woycyznski,1963-12-26,1995-09-19,9999-01-01,Senior Engineer
277303,Tzu,Iisaka,1963-05-12,1995-12-05,9999-01-01,Senior Staff
277316,Vitali,Rothenberg,1965-01-03,1989-10-04,9999-01-01,Senior Staff
277324,Shridhar,Halloran,1964-04-02,1999-06-19,9999-01-01,Senior Staff
277327,Tzu,Bressoud,1962-12-10,1994-08-18,9999-01-01,Senior Staff
277340,Koichi,Boudaillier,1963-08-11,1985-12-02,9999-01-01,Senior Engineer
277344,Divine,Bratten,1964-03-27,1987-11-16,9999-01-01,Senior Staff
277346,LiMin,Senzako,1963-12-31,1996-10-10,9999-01-01,Senior Engineer
277355,Manton,Middleton,1963-01-27,1987-08-15,9999-01-01,Senior Engineer
277362,Uzi,Kugler,1965-01-09,1991-01-12,9999-01-01,Senior Staff
277374,Ramya,Paciorek,1964-04-05,1988-03-13,9999-01-01,Senior Engineer
277396,Zhiwei,Shinomoto,1963-04-08,1992-02-15,9999-01-01,Senior Staff
277416,Theron,Bennis,1962-01-10,1994-03-03,9999-01-01,Senior Engineer
277424,Aimee,Matheson,1962-11-21,1988-03-25,9999-01-01,Senior Staff
277434,Angus,Kropf,1964-02-18,1986-10-16,9999-01-01,Senior Engineer
277454,Lucian,Debuse,1964-07-23,1993-01-17,9999-01-01,Senior Engineer
277479,Paloma,Llado,1962-10-05,1997-04-17,9999-01-01,Senior Engineer
277484,Makato,Gecsel,1962-06-21,1988-05-03,9999-01-01,Senior Staff
277489,Rimli,Lorho,1964-04-14,1988-10-30,9999-01-01,Senior Engineer
277500,Chiradeep,Nourani,1962-09-07,1985-12-03,9999-01-01,Senior Staff
277548,Alejandra,Escriba,1962-12-16,1992-06-17,9999-01-01,Senior Staff
277551,Shugo,Kossowski,1964-09-22,1999-04-02,9999-01-01,Senior Staff
277552,Gregory,Landherr,1962-03-06,1992-08-19,9999-01-01,Senior Staff
277553,Shahab,Zeilberger,1962-12-04,1994-09-17,9999-01-01,Senior Staff
277563,Yinghua,Kavanagh,1964-07-17,1991-03-13,9999-01-01,Senior Staff
277574,Dhritiman,Mitzlaff,1963-06-18,1991-03-04,9999-01-01,Senior Engineer
277594,Xuejun,Itzigehl,1962-11-06,1991-03-27,9999-01-01,Senior Engineer
277613,Lena,Suri,1964-02-26,1985-10-14,9999-01-01,Senior Engineer
277618,Remzi,Dahlbom,1963-09-29,1987-08-02,9999-01-01,Senior Engineer
277630,Shin,Vilarrasa,1963-10-04,1999-06-28,9999-01-01,Senior Engineer
277635,Gianluca,Kawashimo,1962-10-26,1990-02-12,9999-01-01,Senior Staff
277651,Kwangyoen,Matteis,1963-09-08,1987-09-22,9999-01-01,Senior Staff
277654,Xiaoqiu,Aingworth,1963-06-24,1985-12-28,9999-01-01,Senior Engineer
277664,Yoshinari,Jarecki,1963-07-16,1989-01-16,9999-01-01,Senior Staff
277692,Martijn,Melski,1964-04-12,1988-09-15,9999-01-01,Senior Engineer
277706,Jianhua,Potthoff,1964-01-26,1999-11-22,9999-01-01,Senior Engineer
277737,Alagu,Walston,1962-04-08,1989-04-18,9999-01-01,Senior Staff
277739,Arif,Uchoa,1964-09-15,1988-05-11,9999-01-01,Senior Engineer
277743,Elzbieta,Bala,1962-01-28,1988-06-20,9999-01-01,Senior Staff
277777,Herbert,Itzigehl,1965-01-27,1990-07-04,9999-01-01,Senior Engineer
277812,Jacqueline,Bhattacharjee,1963-04-22,1992-06-16,9999-01-01,Senior Staff
277829,Michaela,Fandrianto,1965-01-22,1986-06-02,9999-01-01,Senior Engineer
277831,Ipke,Bahr,1964-06-23,1996-04-29,9999-01-01,Senior Engineer
277834,Izaskun,Alpay,1963-06-25,2002-05-12,9999-01-01,Senior Engineer
277844,Chikako,Erez,1964-05-29,1992-08-10,9999-01-01,Senior Staff
277858,Mohammed,Solares,1962-03-15,1987-06-21,9999-01-01,Senior Staff
277862,Tua,Etalle,1962-06-22,1991-06-02,9999-01-01,Senior Staff
277878,JiYoung,Cincotta,1962-09-05,1988-01-18,9999-01-01,Senior Staff
277919,Evgueni,Malabarba,1962-04-18,1998-05-07,9999-01-01,Senior Engineer
277925,Horward,Ellozy,1964-08-02,1995-06-07,9999-01-01,Senior Engineer
277933,Shigeichiro,Ciolek,1963-04-21,1995-08-29,9999-01-01,Senior Engineer
277940,Sahrah,Thebaut,1962-05-30,1992-06-02,9999-01-01,Senior Staff
277953,Kolar,Lortz,1963-08-29,1992-06-09,9999-01-01,Senior Engineer
277958,Debaprosad,Socorro,1963-05-24,1992-02-05,9999-01-01,Senior Engineer
277963,Mong,Kakkar,1962-09-13,1992-08-21,9999-01-01,Senior Staff
277990,Jianwen,Etalle,1963-03-02,1985-04-30,9999-01-01,Senior Staff
277997,Ibibia,Poulakidas,1962-07-15,1987-04-10,9999-01-01,Senior Staff
278005,Mitchel,Karnin,1964-07-20,1993-09-17,9999-01-01,Senior Staff
278006,Leen,Boudaillier,1963-10-02,1993-01-08,9999-01-01,Senior Engineer
278010,Soenke,Falster,1963-01-02,1990-08-10,9999-01-01,Senior Staff
278018,Zejun,Esposito,1962-11-24,1986-04-25,9999-01-01,Senior Engineer
278019,Maren,Conry,1964-09-09,1985-02-17,9999-01-01,Senior Staff
278046,Freyja,Bultermann,1963-03-19,2002-04-19,9999-01-01,Senior Engineer
278048,KayLiang,Bennis,1963-07-16,1992-10-18,9999-01-01,Senior Staff
278060,Pantung,Kaiserswerth,1964-03-16,1989-10-23,9999-01-01,Senior Engineer
278064,Subhankar,Salverda,1964-11-15,1990-03-21,9999-01-01,Senior Staff
278090,Sushant,Merkl,1963-12-23,1991-04-10,9999-01-01,Senior Staff
278093,Marek,Benantar,1964-11-11,1999-09-02,9999-01-01,Senior Staff
278096,Idoia,Harbusch,1962-09-08,1992-09-10,9999-01-01,Senior Engineer
278100,Xuejia,Perna,1963-09-02,1994-02-07,9999-01-01,Senior Engineer
278102,Avishai,Angelopoulos,1962-12-28,1988-12-19,9999-01-01,Senior Engineer
278121,Cathie,Bala,1962-05-31,1994-02-12,9999-01-01,Senior Staff
278143,Mostafa,Rajala,1962-01-25,1996-03-21,9999-01-01,Senior Staff
278145,Djelloul,Steenbeek,1964-11-14,1992-03-30,9999-01-01,Senior Engineer
278152,Lena,Farrow,1963-02-06,1991-12-30,9999-01-01,Senior Staff
278155,Honglan,Granlund,1962-06-10,1998-10-26,9999-01-01,Senior Engineer
278175,Fen,Kruskal,1962-10-09,1993-11-15,9999-01-01,Senior Engineer
278186,Golgen,Rabejac,1964-02-17,1986-01-04,9999-01-01,Senior Engineer
278193,Ziya,Koprowski,1962-11-21,1996-03-01,9999-01-01,Senior Staff
278198,Zeljko,Birke,1964-04-15,1989-08-29,9999-01-01,Senior Engineer
278201,Olivera,Schapiro,1962-05-02,2000-12-24,9999-01-01,Senior Engineer
278207,Marit,Debuse,1962-05-28,1985-04-19,9999-01-01,Senior Engineer
278208,Anneke,Rosca,1962-09-11,1989-08-04,9999-01-01,Senior Staff
278218,Shaz,Baezner,1963-01-24,1986-01-26,9999-01-01,Senior Engineer
278262,Indrajit,Wiegley,1963-05-05,1990-01-12,9999-01-01,Senior Engineer
278277,Sadok,Gomatam,1962-08-28,1993-02-09,9999-01-01,Senior Engineer
278279,Cheong,Rehfuss,1963-11-11,1995-07-03,9999-01-01,Senior Engineer
278281,Torsten,Ferriere,1963-08-12,1997-10-27,9999-01-01,Senior Engineer
278294,Nathan,Dechter,1962-04-19,1990-10-24,9999-01-01,Senior Engineer
278305,Minghong,Schoegge,1964-03-23,1997-04-20,9999-01-01,Senior Engineer
278335,Adit,Liedekerke,1963-12-05,1998-05-26,9999-01-01,Senior Engineer
278355,Laurentiu,Redmiles,1964-09-18,1990-05-16,9999-01-01,Senior Staff
278378,Yongqiao,Bahl,1963-12-23,1988-03-13,9999-01-01,Senior Staff
278405,Saniya,Bellmore,1962-03-04,1985-06-07,9999-01-01,Senior Staff
278420,Pranav,Validov,1962-10-18,1994-10-18,9999-01-01,Senior Staff
278448,Jenwei,Pluym,1963-06-05,1988-07-11,9999-01-01,Senior Staff
278452,Sudhanshu,Toyoshima,1965-01-07,1987-08-29,9999-01-01,Senior Staff
278454,Lech,Bugrara,1963-04-08,1988-08-21,9999-01-01,Senior Staff
278498,Salvador,Luca,1962-12-20,1985-10-14,9999-01-01,Senior Staff
278511,Evgueni,Trumbly,1963-08-20,1999-09-29,9999-01-01,Senior Staff
278526,Sachin,Pargaonkar,1962-11-05,1999-09-04,9999-01-01,Senior Staff
278552,Maik,Emmerich,1964-11-11,1988-09-04,9999-01-01,Senior Staff
278557,Toshimori,Levasseur,1962-04-03,2000-10-08,9999-01-01,Senior Staff
278566,Lillian,Marakhovsky,1964-06-26,1992-11-18,9999-01-01,Senior Staff
278568,Hugo,McAlpine,1964-10-30,2001-07-22,9999-01-01,Senior Staff
278574,Heekeun,Milicia,1964-11-28,1994-08-04,9999-01-01,Senior Engineer
278581,Shakhar,Aamodt,1964-05-06,1987-01-20,9999-01-01,Senior Staff
278645,Marko,Setia,1964-08-28,1989-07-01,9999-01-01,Senior Staff
278647,Mara,Botman,1963-02-28,1995-07-09,9999-01-01,Senior Engineer
278648,Moto,Christianini,1963-04-26,1986-05-03,9999-01-01,Senior Engineer
278655,Ramya,Hammerschmidt,1964-02-29,1994-08-05,9999-01-01,Senior Staff
278664,Conrado,Bergere,1962-03-29,1997-07-19,9999-01-01,Senior Engineer
278683,Gopalakrishnan,Hitomi,1963-03-24,1992-03-27,9999-01-01,Senior Engineer
278711,Souichi,Krider,1963-08-17,1988-02-20,9999-01-01,Senior Staff
278713,Sahrah,Khalil,1962-06-23,1996-01-26,9999-01-01,Senior Staff
278731,Kasturi,Itzfeldt,1963-05-17,1992-08-16,9999-01-01,Senior Staff
278735,Niteen,Schwartzburd,1962-06-24,1991-12-02,9999-01-01,Senior Engineer
278737,Aral,Hennebert,1962-01-31,1985-12-02,9999-01-01,Senior Engineer
278746,Girolamo,Naumovich,1962-05-04,1987-01-12,9999-01-01,Senior Staff
278781,Khalil,Bala,1962-07-02,1991-10-29,9999-01-01,Senior Engineer
278785,Bader,Dichev,1962-02-08,1986-03-05,9999-01-01,Senior Staff
278787,Adil,Lamma,1964-01-19,1986-04-29,9999-01-01,Senior Staff
278805,Arto,Kobara,1964-03-03,1995-06-04,9999-01-01,Senior Staff
278812,Chenxi,Calkin,1962-11-10,1993-08-02,9999-01-01,Senior Staff
278818,Unal,Baja,1962-12-08,1985-07-22,9999-01-01,Senior Staff
278831,Sanjoy,Badache,1964-09-03,1994-02-22,9999-01-01,Senior Staff
278836,Gil,Erde,1963-08-24,1995-04-03,9999-01-01,Senior Staff
278846,Margo,Horswill,1964-05-26,1991-08-26,9999-01-01,Senior Engineer
278854,Harjit,Hennings,1964-06-19,1993-07-08,9999-01-01,Senior Staff
278858,Chinhyun,Boissier,1964-08-04,1996-04-10,9999-01-01,Senior Engineer
278864,Patricio,Junot,1962-06-24,1998-09-15,9999-01-01,Senior Staff
278868,Sreenivas,Nilsson,1963-11-08,1994-04-08,9999-01-01,Senior Engineer
278874,Gudjon,Walstra,1962-11-26,1995-05-21,9999-01-01,Senior Staff
278880,Xiaoqiu,Coorg,1963-06-07,1991-06-02,9999-01-01,Senior Staff
278888,Sakthirel,Steinauer,1964-11-14,1997-03-07,9999-01-01,Senior Staff
278904,Branimir,Veeraraghavan,1964-07-12,1985-08-19,9999-01-01,Senior Engineer
278911,Vesna,Esteva,1962-12-28,1988-05-13,9999-01-01,Senior Engineer
278919,Leszek,Krohn,1964-05-13,1992-09-02,9999-01-01,Senior Staff
278925,Malu,Fiutem,1964-02-18,1994-09-30,9999-01-01,Senior Staff
278932,Miyeon,Maierhofer,1964-12-21,1994-07-24,9999-01-01,Senior Staff
278935,Sumali,Schahn,1963-02-02,1994-12-09,9999-01-01,Senior Staff
278939,Taizo,Hammerschmidt,1963-02-15,1990-11-15,9999-01-01,Senior Staff
278953,Jeanna,Ghandeharizadeh,1965-01-26,1990-08-11,9999-01-01,Senior Engineer
278962,Terresa,Domenig,1963-06-21,1990-10-20,9999-01-01,Senior Engineer
278979,Nirmal,Vanwelkenhuysen,1964-11-29,1989-10-06,9999-01-01,Senior Staff
279013,Arun,Theuretzbacher,1963-09-04,1995-09-30,9999-01-01,Senior Staff
279031,Arlette,Falck,1964-03-17,1990-06-30,9999-01-01,Senior Staff
279041,JiYoung,Delaune,1962-05-06,1986-09-04,9999-01-01,Senior Engineer
279046,Yoshinari,Pusterhofer,1964-05-06,1995-08-22,9999-01-01,Senior Staff
279054,Elvis,Rubsam,1964-07-12,1986-09-05,9999-01-01,Senior Staff
279080,Aria,Piancastelli,1964-07-03,1987-07-05,9999-01-01,Senior Engineer
279084,Phuoc,Zaumen,1964-12-16,1989-08-27,9999-01-01,Senior Staff
279104,Hongzue,Gulla,1964-04-15,1991-07-08,9999-01-01,Senior Staff
279125,Marsja,McClurg,1964-02-06,1992-08-10,9999-01-01,Senior Engineer
279129,Rosalyn,Landherr,1964-02-01,1985-02-07,9999-01-01,Senior Staff
279132,Godehard,Raczkowsky,1963-03-09,1993-05-18,9999-01-01,Senior Engineer
279137,Chenye,Ullian,1963-06-28,1992-05-03,9999-01-01,Senior Staff
279142,Giordano,Georgakopoulos,1962-09-07,1988-09-25,9999-01-01,Senior Staff
279166,Candida,Taneja,1962-07-15,1988-10-18,9999-01-01,Senior Engineer
279179,Oscal,Narlikar,1964-05-16,1999-09-07,9999-01-01,Senior Engineer
279195,Hercules,Buchter,1964-08-14,1998-09-17,9999-01-01,Senior Staff
279212,Alagu,Auyong,1964-10-17,1986-09-04,9999-01-01,Senior Staff
279215,Miyeon,Radivojevic,1963-05-07,1987-08-12,9999-01-01,Senior Engineer
279224,Shuzo,Erdmenger,1963-02-18,1991-07-24,9999-01-01,Senior Engineer
279350,Alain,Hofstetter,1963-02-09,1985-07-14,9999-01-01,Senior Engineer
279360,Torsten,Mikschl,1963-04-19,1993-11-01,9999-01-01,Senior Staff
279364,Xiaocheng,Giveon,1964-01-26,1992-01-10,9999-01-01,Senior Engineer
279373,Kamran,Brookner,1964-07-14,1993-09-18,9999-01-01,Senior Staff
279377,Khun,Unno,1964-06-08,1992-02-28,9999-01-01,Senior Staff
279405,Edwin,Wilfing,1962-02-10,1987-08-30,9999-01-01,Senior Staff
279453,Aiman,Ernst,1963-09-20,1996-12-12,9999-01-01,Senior Engineer
279470,Adly,Luby,1964-04-05,1985-04-08,9999-01-01,Senior Engineer
279472,Spyrose,Iivonen,1964-11-30,1988-05-28,9999-01-01,Senior Engineer
279493,Berto,Bazzichi,1962-01-12,1996-06-25,9999-01-01,Senior Engineer
279500,Shugo,Gurbaxani,1964-08-03,1991-09-26,9999-01-01,Senior Staff
279508,Rosli,Crouzet,1964-03-03,1996-07-13,9999-01-01,Senior Engineer
279530,Tonia,Uchoa,1962-07-04,1992-07-18,9999-01-01,Senior Staff
279538,Mong,Domenig,1963-09-25,1994-05-24,9999-01-01,Senior Staff
279546,Saniya,Akazan,1962-08-03,1992-08-28,9999-01-01,Senior Engineer
279569,Maris,Ramamoorthy,1963-08-22,1997-08-07,9999-01-01,Senior Engineer
279588,Ymte,Cromarty,1964-03-01,1987-04-22,9999-01-01,Senior Engineer
279609,Denis,Monkewich,1962-06-11,1985-08-24,9999-01-01,Senior Staff
279612,Florina,Velasco,1964-12-20,1985-02-27,9999-01-01,Senior Engineer
279613,Aruna,Ramsak,1962-09-15,1995-07-16,9999-01-01,Senior Staff
279621,Martijn,Schach,1962-03-24,1992-10-30,9999-01-01,Senior Engineer
279629,Demin,Kemmerer,1962-08-31,1996-04-19,9999-01-01,Senior Staff
279635,Poorav,Pezzoli,1963-07-13,1989-07-16,9999-01-01,Senior Engineer
279640,Steen,Swiss,1964-07-23,1989-04-28,9999-01-01,Senior Staff
279665,Munehiro,Unno,1964-07-01,1986-11-04,9999-01-01,Senior Staff
279679,Sachem,Kobara,1962-11-23,1985-10-03,9999-01-01,Senior Engineer
279697,Shahar,Rajcani,1964-02-14,1988-08-01,9999-01-01,Senior Staff
279764,Jaewon,Swist,1962-10-17,1999-10-29,9999-01-01,Senior Staff
279797,Gudjon,Speel,1963-12-11,1994-12-25,9999-01-01,Senior Staff
279809,Teruyuki,Lipner,1963-04-25,1990-05-11,9999-01-01,Senior Engineer
279848,Divier,Spell,1962-07-13,1998-09-17,9999-01-01,Senior Staff
279861,Dipayan,Tyugu,1963-05-19,1991-03-10,9999-01-01,Senior Staff
279895,JoAnne,Naudin,1964-06-04,1985-02-03,9999-01-01,Senior Engineer
279907,Macha,Kusakari,1964-02-05,1986-10-09,9999-01-01,Senior Staff
279914,Harngdar,Meriste,1963-10-09,1988-04-18,9999-01-01,Senior Engineer
279923,Evgueni,Vickson,1962-05-03,1993-05-16,9999-01-01,Senior Staff
279929,Keung,Waterhouse,1964-10-22,1990-11-25,9999-01-01,Senior Staff
279939,Tze,Daescu,1963-10-24,1989-09-29,9999-01-01,Senior Engineer
279942,Shih,Valiente,1962-11-17,1988-06-27,9999-01-01,Senior Staff
279946,Qunsheng,Piveteau,1962-05-28,1990-12-03,9999-01-01,Senior Engineer
279974,Gio,Zeidenstein,1962-11-17,2002-06-08,9999-01-01,Senior Engineer
279990,Augustine,Alpin,1962-01-27,1998-07-02,9999-01-01,Senior Staff
280019,Dines,Nivat,1962-07-06,1990-04-02,9999-01-01,Senior Engineer
280023,Guenter,Pelz,1962-11-15,1988-08-05,9999-01-01,Senior Staff
280026,Shuzo,Pargas,1964-07-30,1985-10-31,9999-01-01,Senior Engineer
280034,Guadalupe,Anandan,1964-09-07,1994-10-11,9999-01-01,Senior Engineer
280037,Nechama,Bultermann,1964-11-20,1987-06-21,9999-01-01,Senior Engineer
280039,Sudharsan,Ratzlaff,1962-07-24,1999-09-13,9999-01-01,Senior Staff
280044,Khalid,Azulay,1963-07-15,1996-07-25,9999-01-01,Senior Staff
280052,Feipei,Hiltgen,1963-02-24,1993-11-01,9999-01-01,Senior Engineer
280070,Niteen,Ebeling,1965-01-24,1988-03-29,9999-01-01,Senior Staff
280079,Arumugam,Berendt,1963-03-14,2001-11-30,9999-01-01,Senior Engineer
280096,Georgi,Ghalwash,1964-06-12,1993-05-26,9999-01-01,Senior Engineer
280100,Kien,Pews,1962-05-16,1998-09-08,9999-01-01,Senior Engineer
280111,Prasadram,Ruther,1964-02-18,1987-11-10,9999-01-01,Senior Engineer
280115,Subhankar,Simmel,1962-08-06,1986-03-23,9999-01-01,Senior Staff
280138,Armond,Broder,1962-02-08,2001-06-28,9999-01-01,Senior Staff
280144,Kristine,Dichev,1963-06-01,1990-02-25,9999-01-01,Senior Staff
280191,Lijie,Tagansky,1964-10-25,1999-06-24,9999-01-01,Senior Staff
280196,Pantung,Hmelo,1963-03-04,1992-12-23,9999-01-01,Senior Staff
280221,Fei,Gulla,1963-01-19,1991-04-19,9999-01-01,Senior Staff
280223,Vidar,Ecklund,1963-12-29,1994-01-29,9999-01-01,Senior Engineer
280226,Nevin,Puppe,1962-10-08,1985-03-30,9999-01-01,Senior Staff
280241,Sachar,Rajaraman,1962-12-15,1992-11-29,9999-01-01,Senior Engineer
280259,Hugo,Milicic,1963-05-21,1993-07-11,9999-01-01,Senior Engineer
280273,Marco,Iivonen,1963-09-25,1987-05-14,9999-01-01,Senior Engineer
280310,Hsiangchu,Osgood,1962-11-04,1988-02-02,9999-01-01,Senior Staff
280317,Mats,Peng,1964-12-11,1988-10-31,9999-01-01,Senior Staff
280324,Supot,Peha,1963-06-04,1994-04-13,9999-01-01,Senior Engineer
280332,Chuanyi,Cools,1963-06-03,1999-03-10,9999-01-01,Senior Engineer
280349,Katsuyuki,Meszaros,1964-05-20,1994-06-01,9999-01-01,Senior Engineer
280358,Kensyu,Schahn,1963-09-27,1992-11-27,9999-01-01,Senior Staff
280384,Idoia,Waschkowski,1962-09-21,1986-02-02,9999-01-01,Senior Staff
280403,Bluma,Avouris,1962-08-12,1987-05-14,9999-01-01,Senior Staff
280407,Hitomi,Socorro,1964-10-28,1998-03-06,9999-01-01,Senior Engineer
280416,Shigeo,Plessier,1963-10-17,1989-01-26,9999-01-01,Senior Staff
280419,Dante,Heuser,1962-01-18,1993-02-15,9999-01-01,Senior Staff
280428,Shahar,Emiris,1963-06-26,1994-04-24,9999-01-01,Senior Staff
280438,Jaana,Andreotta,1963-05-15,1987-07-24,9999-01-01,Senior Engineer
280466,Satosi,Navazio,1964-01-11,1986-10-27,9999-01-01,Senior Staff
280470,Halsur,Perl,1964-02-09,1993-02-25,9999-01-01,Senior Staff
280471,Siamak,Chepyzhov,1964-02-16,1989-10-23,9999-01-01,Senior Staff
280479,Zongyan,Czaja,1964-11-22,1986-02-24,9999-01-01,Senior Engineer
280485,Hugh,Boyle,1962-10-23,1986-10-10,9999-01-01,Senior Engineer
280490,Maik,Siepmann,1962-06-13,1998-05-05,9999-01-01,Senior Engineer
280500,Eberhardt,Ramsay,1964-09-10,1996-07-06,9999-01-01,Senior Engineer
280519,Baoqiu,Sabnani,1962-12-18,1993-10-24,9999-01-01,Senior Engineer
280537,Uwe,Badr,1964-09-07,1998-07-12,9999-01-01,Senior Staff
280546,Alain,Murthy,1964-09-15,1987-12-31,9999-01-01,Senior Engineer
280565,Urs,Slobodova,1964-03-02,1998-04-10,9999-01-01,Senior Engineer
280578,Billur,Potthoff,1963-01-26,1993-03-22,9999-01-01,Senior Staff
280601,Tzu,Stentiford,1963-12-19,1993-12-14,9999-01-01,Senior Engineer
280606,Chirstian,Segond,1962-04-22,1993-02-02,9999-01-01,Senior Engineer
280608,Atreyi,Jiang,1962-03-21,1993-05-02,9999-01-01,Senior Staff
280617,Yechiam,Sewelson,1964-07-04,1988-12-31,9999-01-01,Senior Staff
280621,Chiranjit,Baba,1964-06-02,1996-05-20,9999-01-01,Senior Engineer
